years_to_retire,salary,investment_amount_per_month,current_savings,monthly_expenses,debt,number_of_dependents,city,goal_savings
31,182400,25000.0,1627143,112200.0,290810,5,Bangalore,10463000.0
26,149500,32800.0,1725373,102900.0,5010,2,Bangalore,11449000.0
27,163900,18700.0,913185,106000.0,117328,4,Mumbai,6670000.0
34,87800,19400.0,906512,47000.0,343039,4,Mumbai,8427000.0
31,49700,10700.0,334957,25600.0,216336,0,Ahmedabad,4117000.0
11,193800,33200.0,1904393,130000.0,207389,2,Hyderabad,6068000.0
8,150600,17800.0,1837403,94200.0,2800,1,Jaipur,3461000.0
12,64900,13600.0,1939419,42000.0,13765,2,Mumbai,3800000.0
35,171700,32200.0,1595666,87400.0,29079,5,Ahmedabad,14445000.0
34,64600,10500.0,1957802,33100.0,126604,0,Kolkata,6028000.0
13,73500,13600.0,1730576,49800.0,284635,2,Mumbai,3746000.0
27,106200,11900.0,1997423,57600.0,217151,5,Chennai,5661000.0
8,84500,9900.0,1715704,55500.0,385060,0,Pune,2619000.0
21,47400,6100.0,638340,24300.0,250959,3,Bangalore,2099000.0
11,163800,34500.0,1344568,104200.0,424296,5,Mumbai,5672000.0
22,15000,2300.0,140168,10100.0,158582,4,Hyderabad,717000.0
21,118500,17400.0,67190,73700.0,325154,5,Bangalore,4233000.0
28,130700,29600.0,853324,90800.0,423451,5,Bangalore,10303000.0
3,134800,29600.0,1912938,77500.0,71561,0,Chennai,2925000.0
7,62900,10500.0,1004536,31800.0,497114,0,Ahmedabad,1843000.0
14,64300,18500.0,183953,41600.0,87465,0,Hyderabad,3137000.0
15,101700,18300.0,192729,61300.0,279463,3,Jaipur,3322000.0
9,82500,11400.0,262438,52500.0,277306,2,Chennai,1432000.0
7,198300,55100.0,792120,136500.0,299392,3,Delhi,5190000.0
12,25500,6100.0,1917348,14000.0,355692,5,Hyderabad,2752000.0
19,159700,39900.0,1076056,86500.0,230510,2,Delhi,9720000.0
27,133000,35900.0,1286890,77400.0,493198,1,Lucknow,12339000.0
18,137000,35500.0,1318759,84500.0,423853,3,Hyderabad,8604000.0
13,31300,8400.0,1968662,21100.0,114036,5,Lucknow,3214000.0
1,176000,25600.0,805129,108500.0,297804,5,Lucknow,1097000.0
21,173200,38700.0,919257,114800.0,251167,4,Lucknow,10185000.0
34,60100,14100.0,532812,37200.0,266117,2,Bangalore,5999000.0
13,31900,5100.0,744319,20900.0,8258,5,Ahmedabad,1500000.0
23,156900,46900.0,192839,103900.0,40965,4,Delhi,12492000.0
1,25100,6600.0,1795473,17600.0,491214,3,Pune,1871000.0
23,160900,45500.0,1743229,102400.0,361091,1,Jaipur,13675000.0
28,81100,10600.0,1187885,41900.0,372030,0,Pune,4572000.0
32,49100,5300.0,1323661,32700.0,273635,2,Hyderabad,3257000.0
8,102300,10800.0,1096696,64200.0,182913,5,Lucknow,2082000.0
26,33000,9000.0,1795251,18000.0,98156,5,Mumbai,4463000.0
14,72400,15200.0,1340349,43600.0,400790,4,Delhi,3767000.0
24,112000,18100.0,269789,74800.0,469005,0,Jaipur,5223000.0
29,88400,23100.0,1129712,47600.0,404998,5,Bangalore,8768000.0
4,182600,41800.0,733011,114800.0,208771,1,Kolkata,2639000.0
18,170900,38300.0,400771,118400.0,211717,3,Bangalore,8261000.0
14,33800,8800.0,1441475,20700.0,20880,2,Hyderabad,2846000.0
27,75600,14700.0,1356933,52700.0,424203,3,Mumbai,5882000.0
3,127800,16900.0,464368,86100.0,242090,3,Mumbai,1042000.0
30,146000,41400.0,1156034,84400.0,340798,2,Jaipur,15317000.0
23,48100,13100.0,388105,25300.0,450600,0,Delhi,3823000.0
18,169000,25300.0,1154023,110500.0,359602,3,Kolkata,6346000.0
10,148300,24600.0,967560,96700.0,203011,1,Bangalore,3772000.0
12,181300,47900.0,1878415,120100.0,142645,2,Bangalore,8432000.0
8,87100,25600.0,97351,44200.0,98549,0,Jaipur,2432000.0
32,25000,6400.0,1352285,17400.0,126094,4,Pune,3687000.0
17,167300,18500.0,989659,92200.0,234093,0,Pune,4575000.0
14,49700,9000.0,404864,30300.0,283734,0,Hyderabad,1841000.0
9,118400,30200.0,1894127,62900.0,261778,2,Jaipur,4993000.0
26,61600,11900.0,703919,33500.0,289252,4,Lucknow,4232000.0
24,79100,18600.0,1816924,41900.0,450252,5,Pune,6907000.0
23,30900,3300.0,235285,21100.0,142774,2,Kolkata,1101000.0
31,119300,17000.0,1388276,69100.0,459791,5,Delhi,7397000.0
2,35900,9000.0,853686,20900.0,451729,1,Hyderabad,1059000.0
18,30400,4200.0,1740344,20300.0,196837,5,Kolkata,2602000.0
16,24900,7300.0,540755,13400.0,125795,4,Jaipur,1872000.0
29,120200,20800.0,1634969,82500.0,461609,0,Chennai,8512000.0
11,100100,13900.0,640121,50800.0,231179,0,Hyderabad,2383000.0
2,123800,17200.0,1844236,84400.0,17187,4,Pune,2236000.0
14,90400,12200.0,330599,53700.0,217562,0,Hyderabad,2278000.0
4,166100,28200.0,914843,91500.0,95025,4,Chennai,2201000.0
34,47300,10200.0,1876143,33100.0,241251,5,Ahmedabad,5830000.0
9,191700,53000.0,1181182,109800.0,219721,2,Pune,6620000.0
7,157300,45100.0,1695600,99400.0,428523,5,Lucknow,5295000.0
17,126200,27800.0,1520541,73300.0,201514,5,Hyderabad,6909000.0
23,189100,42800.0,1424693,126100.0,316533,3,Lucknow,12649000.0
11,87600,17900.0,1541686,58600.0,284165,3,Jaipur,3787000.0
22,100200,16800.0,1520508,55300.0,322965,3,Delhi,5735000.0
18,46700,9700.0,1700889,26600.0,447770,0,Mumbai,3692000.0
28,105700,14100.0,1796312,66600.0,197924,4,Mumbai,6298000.0
16,152800,25100.0,1688209,101900.0,289734,4,Mumbai,6267000.0
4,145000,20300.0,512823,95300.0,170117,3,Hyderabad,1439000.0
22,159800,42800.0,1326323,95400.0,481668,3,Kolkata,12062000.0
11,106000,14100.0,462877,73900.0,443759,0,Chennai,2231000.0
21,182800,45600.0,164148,96400.0,198600,0,Hyderabad,11082000.0
16,15200,1700.0,1076967,9700.0,199708,4,Ahmedabad,1387000.0
9,19300,4500.0,338710,11400.0,378681,2,Hyderabad,800000.0
35,35600,9000.0,1778347,17900.0,135084,4,Bangalore,5370000.0
34,149600,18000.0,999898,88800.0,109000,4,Lucknow,7978000.0
9,82200,20900.0,472627,56900.0,228454,3,Jaipur,2617000.0
13,111100,24100.0,1580077,71500.0,311746,1,Pune,5152000.0
6,63500,15100.0,907083,32800.0,98472,2,Jaipur,1940000.0
4,126600,31000.0,230912,75500.0,445254,5,Mumbai,1645000.0
28,90800,12000.0,314287,57500.0,388031,1,Hyderabad,4145000.0
11,76400,19800.0,745199,50800.0,279040,2,Hyderabad,3228000.0
34,18900,4800.0,1264329,9500.0,225501,0,Lucknow,3125000.0
35,19700,4500.0,468064,11600.0,332539,0,Ahmedabad,2264000.0
5,191100,38400.0,1196116,105700.0,383323,0,Delhi,3385000.0
11,68000,18400.0,1115981,43400.0,296473,5,Ahmedabad,3424000.0
12,32400,8900.0,1176809,16900.0,420647,4,Chennai,2395000.0
19,73100,12200.0,1813244,46500.0,15821,0,Kolkata,4456000.0
13,83800,17300.0,1668219,44700.0,71998,4,Pune,4232000.0
4,120900,23000.0,990673,72100.0,340533,4,Lucknow,2040000.0
14,105700,19600.0,528095,54800.0,413439,4,Bangalore,3657000.0
2,154600,41100.0,1130756,103200.0,238652,1,Lucknow,2068000.0
8,87500,20400.0,1492148,56900.0,359510,1,Lucknow,3353000.0
22,21500,4200.0,525392,12000.0,264293,5,Kolkata,1579000.0
13,130100,33500.0,154863,69900.0,27936,3,Hyderabad,5120000.0
21,74300,21400.0,1254430,48700.0,404168,4,Ahmedabad,6378000.0
21,174400,31700.0,668529,94900.0,115295,5,Pune,8259000.0
28,35000,4400.0,1797245,19800.0,214628,3,Lucknow,3202000.0
33,106700,30300.0,1552540,57800.0,188174,1,Jaipur,12953000.0
29,108400,31600.0,245454,60400.0,490880,4,Ahmedabad,10694000.0
22,189200,34400.0,99918,112400.0,461153,5,Mumbai,8729000.0
26,191000,43900.0,1961019,126700.0,426035,3,Delhi,14975000.0
11,32000,3800.0,1555377,20900.0,420465,3,Ahmedabad,2032000.0
11,125900,13800.0,1280328,67000.0,442633,2,Bangalore,3011000.0
34,60300,7200.0,1113294,36200.0,286893,4,Lucknow,3904000.0
19,138500,35300.0,768969,69300.0,403208,0,Jaipur,8416000.0
14,40400,7700.0,169472,20700.0,66206,4,Hyderabad,1399000.0
29,30000,6900.0,380968,18800.0,87500,1,Bangalore,2662000.0
19,187200,39500.0,285796,112900.0,447423,3,Bangalore,8843000.0
21,49300,6800.0,1952317,33900.0,475106,0,Pune,3580000.0
24,173200,45500.0,1242618,114300.0,144277,2,Delhi,13693000.0
26,105200,15000.0,1568717,57300.0,223862,2,Jaipur,6015000.0
12,126900,17300.0,984147,78000.0,123588,5,Chennai,3351000.0
19,146200,32700.0,603788,101600.0,95156,4,Lucknow,7688000.0
30,26800,7300.0,1379888,16500.0,424684,5,Jaipur,3877000.0
15,175700,48000.0,329362,98600.0,12948,3,Bangalore,8539000.0
3,112400,21100.0,1671606,68700.0,38852,5,Mumbai,2393000.0
13,192400,45600.0,257552,98700.0,177610,2,Chennai,7016000.0
9,62600,16600.0,402609,32400.0,370767,5,Pune,2106000.0
13,67300,9600.0,307865,44200.0,363174,5,Pune,1731000.0
16,128900,23100.0,1066878,86300.0,386569,1,Mumbai,5281000.0
14,122700,27800.0,1632854,66000.0,71776,4,Chennai,6070000.0
8,106400,28500.0,220877,54800.0,328366,3,Hyderabad,2820000.0
19,186600,31200.0,789460,106900.0,95761,2,Delhi,7548000.0
32,194500,43600.0,1570079,124900.0,474427,5,Ahmedabad,17478000.0
35,112500,12600.0,273031,76700.0,341954,5,Mumbai,5301000.0
23,198800,57000.0,446420,111300.0,300673,3,Chennai,15394000.0
21,138600,38700.0,1241965,82800.0,46029,0,Hyderabad,10508000.0
18,82800,23600.0,155657,44400.0,197505,4,Chennai,4999000.0
14,77000,22600.0,485900,41600.0,24626,2,Ahmedabad,4093000.0
16,188600,50800.0,1049049,102400.0,315312,3,Lucknow,10316000.0
24,18300,2600.0,1913671,10800.0,63742,5,Jaipur,2625000.0
32,120000,25900.0,680063,67900.0,409297,4,Chennai,10130000.0
11,89900,12200.0,595097,46200.0,8758,2,Mumbai,2125000.0
11,89200,9300.0,1590977,46500.0,133420,3,Delhi,2757000.0
4,188100,24200.0,1021542,118000.0,45553,0,Ahmedabad,2125000.0
26,105700,28400.0,1183573,66100.0,388800,4,Hyderabad,9603000.0
5,153600,38200.0,911978,100800.0,442037,5,Lucknow,3090000.0
33,53300,13400.0,840900,33900.0,420139,4,Lucknow,5883000.0
14,196000,35500.0,1227711,128100.0,300588,1,Chennai,6894000.0
32,138000,14500.0,482854,95600.0,387464,4,Ahmedabad,5773000.0
7,82400,13500.0,1742833,44500.0,494369,0,Pune,2820000.0
10,163400,31200.0,225352,106200.0,497567,3,Delhi,3783000.0
2,156100,26800.0,1046432,107600.0,30643,0,Delhi,1658000.0
10,161800,32400.0,918019,82100.0,273420,1,Delhi,4612000.0
35,72100,16000.0,780977,40800.0,69573,5,Pune,7166000.0
21,95200,11800.0,1805678,65900.0,249307,2,Jaipur,4631000.0
8,59800,16800.0,622693,41800.0,322039,2,Jaipur,2155000.0
18,189500,40200.0,320323,106300.0,395124,3,Bangalore,8571000.0
9,117300,31800.0,1404372,78600.0,239674,2,Mumbai,4668000.0
30,141800,27600.0,750689,72300.0,223385,0,Jaipur,10191000.0
4,103700,25500.0,723596,61100.0,189698,3,Bangalore,1887000.0
35,177800,49600.0,1583695,101100.0,4745,3,Hyderabad,21377000.0
14,147700,32500.0,1334908,91300.0,462057,4,Chennai,6523000.0
14,114700,20800.0,1523643,77300.0,281948,4,Jaipur,4844000.0
20,186400,40100.0,648519,97400.0,483921,0,Kolkata,9793000.0
29,180300,24000.0,420204,115400.0,483077,2,Jaipur,8356000.0
23,16900,4100.0,1037090,10800.0,128677,3,Mumbai,2112000.0
21,138000,14800.0,318910,90300.0,379854,3,Pune,3863000.0
31,75200,14300.0,1878966,45500.0,373790,1,Bangalore,6933000.0
32,159900,33400.0,1345789,87400.0,416857,3,Hyderabad,13532000.0
7,188700,34100.0,400595,95700.0,323271,2,Jaipur,3122000.0
13,111100,21800.0,1980230,77100.0,85797,1,Kolkata,5211000.0
23,186900,25300.0,1715707,95400.0,408042,2,Kolkata,8350000.0
8,175100,20200.0,930486,107900.0,341258,5,Pune,2773000.0
12,174600,32900.0,112440,97700.0,44217,1,Kolkata,4614000.0
16,50800,14600.0,1133937,32700.0,11033,0,Chennai,3797000.0
26,103800,14100.0,317435,52800.0,293913,2,Kolkata,4497000.0
29,193900,30400.0,355986,125000.0,146210,5,Jaipur,10408000.0
29,79100,21800.0,433341,43800.0,181391,5,Ahmedabad,7641000.0
6,30500,4700.0,803721,18800.0,433582,2,Hyderabad,1125000.0
33,183200,32500.0,1999659,105400.0,333443,2,Mumbai,14228000.0
31,20600,2500.0,982284,11100.0,339660,0,Ahmedabad,1866000.0
18,60900,6700.0,249499,34500.0,380391,1,Jaipur,1625000.0
31,158600,36800.0,505669,100500.0,6212,3,Pune,13513000.0
16,127800,16600.0,299225,64200.0,332762,1,Lucknow,3328000.0
14,20400,4300.0,662876,12300.0,40017,1,Ahmedabad,1349000.0
4,91400,17000.0,1289324,48900.0,25566,0,Delhi,2065000.0
30,80600,9600.0,306178,49800.0,463195,5,Mumbai,3590000.0
33,100800,18700.0,1224516,66800.0,416569,3,Kolkata,8261000.0
30,133400,20000.0,296166,80600.0,145580,4,Bangalore,7137000.0
14,121900,33100.0,1858918,70900.0,178778,5,Hyderabad,7142000.0
23,131700,20100.0,1333674,81500.0,264679,1,Jaipur,6605000.0
28,91100,21800.0,1625019,50000.0,66755,5,Lucknow,8585000.0
7,80200,19000.0,234826,40100.0,35289,5,Lucknow,1751000.0
10,89800,12400.0,1848966,58000.0,11702,5,Pune,3263000.0
4,132500,28000.0,1368710,88100.0,410007,1,Bangalore,2646000.0
13,129800,34800.0,1085717,83000.0,343519,1,Kolkata,6244000.0
21,70900,8500.0,890914,48800.0,449704,3,Hyderabad,2926000.0
33,79300,17600.0,824715,41100.0,132439,2,Lucknow,7447000.0
28,185200,24800.0,443368,95700.0,297802,2,Hyderabad,8361000.0
23,67200,10000.0,1352476,39700.0,214967,1,Pune,3975000.0
32,124300,28500.0,1381146,78000.0,266714,5,Kolkata,11779000.0
5,69200,15800.0,1744893,42100.0,230548,3,Kolkata,2646000.0
26,75400,17600.0,821525,43100.0,142739,5,Mumbai,6039000.0
26,60700,12700.0,1794379,34700.0,247546,1,Hyderabad,5559000.0
3,119300,30600.0,1074045,69900.0,14598,5,Mumbai,2121000.0
24,123000,28300.0,1831330,62300.0,448601,2,Bangalore,9575000.0
34,112400,16000.0,1429990,70100.0,220963,1,Jaipur,7633000.0
34,98400,11800.0,147695,54300.0,318772,3,Delhi,4722000.0
20,27800,2800.0,1341818,15400.0,338790,2,Lucknow,1980000.0
30,56500,5700.0,1482560,37600.0,159181,5,Chennai,3432000.0
20,68600,8300.0,1893732,43000.0,193967,4,Ahmedabad,3786000.0
18,99900,18700.0,850355,61000.0,139626,0,Chennai,4688000.0
20,193600,19600.0,1820841,111200.0,279361,2,Kolkata,6290000.0
6,134200,23700.0,1692582,79600.0,272545,0,Kolkata,3314000.0
25,198100,50600.0,1198887,131400.0,319864,4,Delhi,15622000.0
3,161500,20300.0,1997079,92900.0,189128,4,Pune,2691000.0
19,170900,44000.0,1268883,95700.0,330021,1,Pune,10801000.0
10,148100,20400.0,803679,85200.0,499299,0,Chennai,3130000.0
5,190500,27700.0,622499,107900.0,26950,1,Kolkata,2202000.0
22,101500,15100.0,1727183,64300.0,344619,5,Chennai,5515000.0
9,61900,10200.0,1868810,43000.0,124729,2,Jaipur,2915000.0
33,85500,17100.0,391716,43300.0,354074,2,Mumbai,6826000.0
15,111700,26400.0,1350016,70200.0,36312,0,Ahmedabad,5865000.0
24,38800,9900.0,164727,23000.0,355059,2,Kolkata,2874000.0
30,45700,4800.0,454079,31600.0,298001,4,Mumbai,2096000.0
6,39500,5100.0,923518,22600.0,157484,0,Chennai,1272000.0
15,105300,26300.0,719810,53900.0,182377,4,Kolkata,5218000.0
22,92500,23500.0,337006,54200.0,358279,2,Lucknow,6232000.0
3,197500,57100.0,1311767,105100.0,201842,5,Lucknow,3265000.0
29,187500,29700.0,290610,102000.0,496573,1,Chennai,10111000.0
29,119200,17300.0,1917292,80800.0,147104,3,Ahmedabad,7638000.0
31,144000,30900.0,188373,86800.0,136300,4,Delhi,11110000.0
2,55200,6400.0,562522,37600.0,32376,4,Pune,708000.0
35,141600,34700.0,688015,81300.0,455933,1,Pune,14535000.0
9,128800,25200.0,1533135,82800.0,43297,0,Jaipur,4119000.0
22,192200,46500.0,722152,126600.0,149040,2,Hyderabad,12386000.0
19,81700,10800.0,965267,41500.0,211016,3,Pune,3305000.0
10,52600,10200.0,584392,36000.0,149298,4,Pune,1747000.0
21,174700,29500.0,690168,88700.0,280260,3,Jaipur,7754000.0
17,100800,19600.0,1062382,50700.0,325417,4,Ahmedabad,4861000.0
3,69000,14600.0,1715501,45300.0,32911,3,Hyderabad,2215000.0
7,37900,9000.0,92363,21100.0,266612,4,Delhi,811000.0
3,29400,8000.0,1003265,17400.0,47490,4,Jaipur,1277000.0
13,165300,24200.0,355809,91600.0,340669,5,Pune,3943000.0
30,20200,3700.0,1311601,13100.0,123744,0,Hyderabad,2577000.0
23,142300,17400.0,1274178,82700.0,490246,2,Kolkata,5837000.0
7,39700,6600.0,694406,24400.0,142734,4,Mumbai,1221000.0
30,104400,18400.0,1845750,67600.0,231518,1,Ahmedabad,8139000.0
29,58200,11000.0,1097252,33600.0,455122,1,Bangalore,4734000.0
8,68600,19600.0,84173,35300.0,300163,2,Mumbai,1872000.0
10,185500,52300.0,411470,125400.0,62244,3,Mumbai,6375000.0
33,60500,6900.0,94063,35400.0,483107,4,Bangalore,2690000.0
20,104200,19000.0,1864522,63000.0,432319,3,Bangalore,6197000.0
29,17000,2800.0,1236162,11800.0,118710,2,Bangalore,2162000.0
29,144100,24800.0,1601848,80200.0,492290,0,Ahmedabad,9802000.0
21,162600,40700.0,976278,85800.0,82460,1,Kolkata,10721000.0
1,165200,23000.0,1656037,104300.0,348069,2,Kolkata,1918000.0
34,142800,35900.0,734400,80000.0,58998,0,Ahmedabad,14651000.0
32,77300,21900.0,712047,51800.0,107481,4,Pune,8702000.0
14,110500,26400.0,1403146,74500.0,228243,5,Delhi,5617000.0
35,104400,19000.0,1928010,54200.0,426179,3,Jaipur,9510000.0
24,85400,9600.0,1114563,59500.0,450094,4,Chennai,3742000.0
1,158700,19200.0,387208,103500.0,278868,1,Chennai,606000.0
6,93800,22800.0,514392,48100.0,336321,5,Hyderabad,2074000.0
4,125600,15400.0,266170,87600.0,350719,5,Delhi,969000.0
1,64600,11800.0,858736,32900.0,390603,5,Mumbai,993000.0
31,80700,22100.0,269653,42700.0,166452,3,Lucknow,8081000.0
9,142000,29400.0,1584039,78200.0,114646,2,Kolkata,4601000.0
23,157600,26400.0,816583,98700.0,348515,5,Lucknow,7740000.0
31,78000,11400.0,801246,53100.0,370863,4,Ahmedabad,4831000.0
29,79800,16600.0,1148252,43700.0,115643,4,Pune,6637000.0
21,160900,27000.0,1057245,92400.0,35885,1,Ahmedabad,7522000.0
3,19600,5700.0,1570141,10300.0,323664,0,Lucknow,1765000.0
26,18400,1900.0,392473,11300.0,141527,4,Mumbai,956000.0
6,99700,28800.0,734890,64900.0,124972,1,Pune,2705000.0
20,77900,11100.0,1529916,46300.0,35973,2,Jaipur,4061000.0
13,188100,40400.0,656886,104900.0,30765,4,Chennai,6645000.0
23,59200,9000.0,1876060,33200.0,384027,4,Pune,4236000.0
15,130800,34500.0,881991,87300.0,266601,4,Kolkata,6782000.0
31,92500,22200.0,1103350,61300.0,327659,2,Jaipur,8950000.0
4,86000,12600.0,1644571,54600.0,429577,3,Lucknow,2219000.0
11,157500,33500.0,1296521,97200.0,465889,3,Chennai,5498000.0
2,116800,32900.0,939452,63600.0,338556,2,Hyderabad,1690000.0
16,88300,12800.0,1852460,59200.0,484114,4,Lucknow,4188000.0
31,198300,52100.0,396379,122500.0,243933,1,Chennai,18811000.0
4,30600,7900.0,1981367,20600.0,180310,0,Jaipur,2342000.0
28,23100,4100.0,1092718,12500.0,25618,1,Kolkata,2402000.0
16,96500,10400.0,982539,60400.0,42589,5,Mumbai,2880000.0
25,44400,5900.0,1757990,28300.0,108820,2,Ahmedabad,3440000.0
13,80200,15600.0,1732668,48300.0,329412,4,Hyderabad,4045000.0
5,85300,16600.0,965806,43100.0,42530,1,Jaipur,1912000.0
30,63600,7700.0,487074,37600.0,405410,5,Bangalore,3121000.0
1,198900,31300.0,158912,120800.0,410320,3,Bangalore,516000.0
5,140000,24600.0,316493,87100.0,398055,4,Pune,1719000.0
14,180500,47500.0,767407,102600.0,334046,0,Chennai,8350000.0
11,197900,55300.0,430288,132700.0,47253,4,Lucknow,7366000.0
34,165200,36500.0,1223516,102000.0,381963,0,Pune,15373000.0
29,199100,30800.0,389195,136900.0,416240,1,Pune,10573000.0
18,97200,23000.0,1800957,60100.0,72125,2,Bangalore,6521000.0
15,160400,46300.0,614104,100100.0,320493,2,Ahmedabad,8533000.0
25,64600,7900.0,1590236,43000.0,497628,2,Chennai,3842000.0
30,185800,29000.0,145537,123100.0,281128,4,Bangalore,10065000.0
2,49100,10300.0,1956722,29300.0,456373,5,Bangalore,2192000.0
27,16800,2800.0,84887,8500.0,94242,4,Hyderabad,947000.0
15,97500,26600.0,1565179,64000.0,59073,1,Hyderabad,6114000.0
32,127800,19500.0,752184,82400.0,492639,4,Hyderabad,7867000.0
20,111700,30900.0,347354,76400.0,434739,2,Bangalore,7394000.0
14,124700,33200.0,1708338,73000.0,63149,1,Hyderabad,7008000.0
27,22700,3000.0,705350,14200.0,119486,2,Delhi,1629000.0
3,136400,16200.0,694561,84200.0,393269,3,Ahmedabad,1249000.0
3,158900,37400.0,1083933,93300.0,54678,0,Chennai,2363000.0
13,103600,18600.0,114618,63600.0,217826,0,Kolkata,2872000.0
25,57500,8400.0,1500689,33800.0,496575,1,Bangalore,3895000.0
18,114400,32400.0,1285759,61300.0,393296,4,Lucknow,7935000.0
1,177800,20900.0,1446720,107600.0,48824,1,Pune,1685000.0
5,192900,51400.0,752606,102500.0,109523,4,Ahmedabad,3683000.0
2,63500,13500.0,920695,39900.0,446230,1,Jaipur,1229000.0
30,37400,4700.0,918271,24400.0,461635,4,Jaipur,2526000.0
17,92000,16100.0,95078,48900.0,349530,0,Lucknow,3216000.0
29,186400,38600.0,1410910,102700.0,352692,0,Lucknow,14174000.0
4,198800,26700.0,806204,109800.0,91357,5,Chennai,2024000.0
9,46200,5800.0,1078033,25600.0,251807,0,Ahmedabad,1673000.0
21,152800,23600.0,1590820,100900.0,328651,2,Mumbai,7242000.0
12,61100,13000.0,935398,35100.0,219790,5,Hyderabad,2714000.0
12,119000,30300.0,1317420,69900.0,167391,1,Ahmedabad,5463000.0
4,72200,21100.0,487598,50300.0,233383,5,Bangalore,1450000.0
28,195300,25300.0,879525,124600.0,415591,0,Lucknow,8956000.0
9,36600,3700.0,1650325,20300.0,279826,5,Jaipur,2030000.0
32,181200,53700.0,1081918,100000.0,97728,1,Delhi,20675000.0
13,153100,19500.0,913218,77100.0,471519,4,Ahmedabad,3804000.0
34,136900,34300.0,915291,71800.0,28294,1,Jaipur,14212000.0
19,17700,4500.0,1839273,11000.0,313030,1,Ahmedabad,2814000.0
14,93500,10900.0,630809,65400.0,318359,5,Ahmedabad,2371000.0
5,62400,16400.0,360603,39700.0,229006,5,Lucknow,1296000.0
27,195700,29300.0,1962078,112700.0,453026,3,Pune,10982000.0
28,153400,39700.0,139873,105800.0,255919,5,Lucknow,12814000.0
26,72200,11800.0,560660,38900.0,266560,0,Bangalore,4059000.0
10,179100,44800.0,1265694,108700.0,29162,4,Mumbai,6374000.0
24,109400,29300.0,1320363,72300.0,462727,1,Delhi,9338000.0
17,198100,20000.0,1740440,131600.0,471023,2,Hyderabad,5617000.0
16,160000,32700.0,1366707,109700.0,324708,0,Kolkata,7332000.0
17,128900,21700.0,243104,65400.0,49641,1,Hyderabad,4449000.0
1,69200,18600.0,1722596,48100.0,340637,1,Hyderabad,1935000.0
21,126800,24900.0,1495210,70700.0,39382,1,Lucknow,7457000.0
22,133200,23500.0,1916268,67500.0,316640,0,Jaipur,7811000.0
5,72300,9400.0,370699,50600.0,352179,0,Jaipur,907000.0
21,77400,12100.0,215299,52400.0,79765,4,Ahmedabad,3112000.0
9,125200,37400.0,188997,67200.0,157418,2,Delhi,4027000.0
27,127300,34500.0,515258,69900.0,457238,3,Lucknow,11136000.0
12,99100,16000.0,1109561,63900.0,91201,2,Chennai,3299000.0
18,65700,14700.0,934518,45300.0,105860,4,Pune,3951000.0
35,32100,9600.0,494425,20500.0,235292,1,Jaipur,4325000.0
15,119100,28300.0,298039,66500.0,181191,1,Jaipur,5138000.0
30,172000,28900.0,1871378,106800.0,171730,5,Chennai,11757000.0
33,164700,17800.0,433993,84300.0,25024,3,Hyderabad,7131000.0
30,197700,51400.0,1979155,108300.0,195818,2,Mumbai,19561000.0
26,151800,23800.0,1717425,104500.0,322641,0,Ahmedabad,8773000.0
21,89000,11500.0,346617,49600.0,259293,3,Lucknow,3100000.0
